country,hapiscore,income,energy,gini,gender
Netherlands2011,0.7559999999999999,46600,4640.0,27.8,1.0
New Zealand2011,0.7190000000000001,32700,4180.0,33.2,1.04
Nicaragua2011,0.539,4160,518.0,44.8,1.12
Niger2011,0.456,799,113.0,33.2,0.475
Nigeria2011,0.4935,5210,779.0,42.9,0.72
North Macedonia2011,0.49,11600,1510.0,39.7,1.03
Norway2011,0.758,62100,5650.0,25.9,1.03
Oman2011,0.685,41900,6770.0,40.0,0.8290000000000001
Pakistan2011,0.527,4100,467.0,30.6,0.54
Panama2011,0.725,17100,1060.0,51.7,1.09
Paraguay2011,0.568,10000,770.0,49.6,1.1
Peru2011,0.589,10600,649.0,45.3,0.9490000000000001
Philippines2011,0.499,5690,426.0,44.1,1.08
Poland2011,0.565,22900,2650.0,33.0,1.05
Portugal2011,0.522,26800,2160.0,35.9,1.09
Qatar2011,0.659,124000,15400.0,40.0,1.22
Romania2011,0.502,17900,1780.0,31.9,1.01
Russia2011,0.539,24300,5050.0,40.1,1.05
Saudi Arabia2011,0.67,48500,6300.0,40.0,0.747
Senegal2011,0.38299999999999995,2740,311.0,40.1,0.614
Serbia2011,0.48200000000000004,13700,2240.0,33.1,1.03
Singapore2011,0.6559999999999999,76000,5070.0,42.2,0.98
Slovak Republic2011,0.595,25800,3210.0,26.9,1.03
Slovenia2011,0.604,28800,3570.0,25.3,1.05
South Africa2011,0.493,12200,2720.0,63.2,1.03
South Korea2011,0.695,31200,5220.0,31.8,0.98
South Sudan2011,0.289,3700,65.4,45.3,0.35100000000000003
Spain2011,0.652,32100,2690.0,35.5,1.05
Sri Lanka2011,0.418,9160,513.0,37.8,1.03
Sudan2011,0.431,3640,351.0,35.4,0.726
Suriname2011,0.627,14800,1310.0,60.9,1.0
Sweden2011,0.738,43800,5270.0,27.8,1.04
Switzerland2011,0.7509999999999999,56200,3210.0,32.2,0.98
Syria2011,0.40399999999999997,5980,944.0,35.3,0.826
Tajikistan2011,0.426,2250,283.0,31.9,0.9329999999999999
Tanzania2011,0.40700000000000003,2330,478.0,38.4,0.8690000000000001
Thailand2011,0.6659999999999999,13500,1740.0,38.7,1.02
Togo2011,0.294,1290,475.0,45.1,0.536
Trinidad and Tobago2011,0.652,31000,14800.0,41.3,1.06
Tunisia2011,0.488,10100,914.0,36.0,0.795
Turkey2011,0.527,19700,1550.0,39.6,0.831
Turkmenistan2011,0.579,11200,4770.0,46.4,1.01
Ukraine2011,0.508,8280,2770.0,24.8,1.04
United Arab Emirates2011,0.7120000000000001,56600,7190.0,40.0,1.05
United Kingdom2011,0.687,36800,2970.0,33.5,1.02
United States2011,0.7120000000000001,49900,7030.0,40.7,1.03
Uruguay2011,0.655,18000,1310.0,42.6,1.1
Uzbekistan2011,0.574,4470,1610.0,33.5,1.01
Venezuela2011,0.6579999999999999,17300,2330.0,46.9,1.09
Vietnam2011,0.5770000000000001,4660,663.0,37.0,0.983
Yemen2011,0.375,3880,278.0,36.0,0.281
Zambia2011,0.5,3420,619.0,55.9,0.8340000000000001
Zimbabwe2011,0.485,2170,795.0,43.2,0.904
